2/16/2023,"          FROM - *****00*5827 ",500.00
2/17/2023,"POPEYES #12467           MISSISSAUGA  ON  (APPLE PAY) ",-9.59
2/17/2023,"SQ *EARLS LONDON         London       ON  (APPLE PAY) ",-83.57
2/17/2023,"GUU IZAKAYA TORONTO      TORONTO      ON  (APPLE PAY) ",-142.38
2/18/2023,"APPLE.COM/BILL           866-712-7753 ON ",-4.51
2/18/2023,"FANTAIL BAKERY CAFE      TORONTO      ON  (APPLE PAY) ",-9.21
2/18/2023,"SP VITALY DESIGN LTD     TORONTO      ON ",-118.99
2/19/2023,"NORTHWOOD                TORONTO      ON  (APPLE PAY) ",-6.34
2/19/2023,"BANJARA INDIAN CUISINE   TORONTO      ON  (APPLE PAY) ",-44.74
2/19/2023,"Club Monaco              Toronto      ON  (APPLE PAY) ",-84.19
2/20/2023,"STARBUCKS 04720          TORONTO      ON  (APPLE PAY) ",-7.29
2/21/2023,"BANDIT BREWERY           TORONTO      ON  (APPLE PAY) ",-22.64
2/22/2023,"          FROM - *****00*5827 ",400.00
2/22/2023,"APPLE.COM/BILL           866-712-7753 ON ",-4.51
2/23/2023,"TONALITY RECORDS         TORONTO      ON  (APPLE PAY) ",-27.12
2/23/2023,"MCDONALD'S #5096   Q04   ETOBICOKE    ON  (APPLE PAY) ",-20.29
2/23/2023,"MTO DRIVETEST D61        ETOBICOKE    ON  (APPLE PAY) ",-90.00
2/24/2023,"EAST OF BRUNSWICK PUB    TORONTO      ON  (APPLE PAY) ",-38.42
2/25/2023,"MCDONALD'S #10007        TORONTO      ON  (APPLE PAY) ",-11.96
2/26/2023,"OZEN KOREA               LONDON       ON  (APPLE PAY) ",-59.75
3/2/2023,"APPLE.COM/BILL           866-712-7753 ON ",-7.90
3/3/2023,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-7.51
3/3/2023,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-8.76
3/3/2023,"TIM HORTONS #1115        LONDON       ON  (APPLE PAY) ",-10.16
3/3/2023,"LCBO/RAO #0310           LONDON       ON  (APPLE PAY) ",-47.40
3/4/2023,"ROCKY MOUNTAIN CHOCOLATE BLUE MOUNTAINON  (APPLE PAY) ",-11.30
3/4/2023,"WILD WING                BLUE MOUNTAINON  (APPLE PAY) ",-42.56
3/4/2023,"COPPER BLUES             BLUE MTNS    ON  (APPLE PAY) ",-42.92
3/5/2023,"APPLE.COM/BILL           866-712-7753 ON ",-14.68
3/5/2023,"EGGSMART #4056           COLLINGWOOD  ON ",-21.85
3/7/2023,"          FROM - *****00*5827 ",300.00
3/7/2023,"CEEPS/ BARNEY'S          LONDON       ON  (APPLE PAY) ",-18.40
3/8/2023,"APPLE.COM/BILL           TORONTO      ON ",-14.68
3/8/2023,"FRIENDLY STRANGER        LONDON       ON  (APPLE PAY) ",-40.67
3/8/2023,"HBA1 FORMAL              DOWNTOWN TOROON  (APPLE PAY) ",-36.05
3/9/2023,"DELLAH'S RESTAURANT AND LLONDON       ON  (APPLE PAY) ",-64.31
3/9/2023,"UCC LOWER STARBUCKS      LONDON       ON  (APPLE PAY) ",-7.06
3/9/2023,"CENTRE SPOT              LONDON       ON  (APPLE PAY) ",-14.68
3/10/2023,"DOLLARAMA #1075          LONDON       ON  (APPLE PAY) ",-0.63
3/10/2023,"COCA COLA LONDON ON      LONDON       ON  (APPLE PAY) ",-4.50
3/10/2023,"THE SPOKE                LONDON       ON  (APPLE PAY) ",-11.29
3/10/2023,"UBER CANADA/UBERTRIP     TORONTO      ON  (APPLE PAY) ",-13.96
3/10/2023,"FUH                      LONDON       ON  (APPLE PAY) ",-31.05
3/10/2023,"LCBO/RAO #0393           LONDON       ON  (APPLE PAY) ",-42.05
3/12/2023,"IC* INSTACART            HALIFAX MID-HNS  (APPLE PAY) ",-130.37
3/13/2023,"          FROM - *****00*5827 ",300.00
3/14/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-8.98
3/15/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-8.98
3/15/2023,"UBER CANADA/UBERPASS     TORONTO      ON ",-11.29
3/15/2023,"APPLE.COM/BILL           866-712-7753 ON ",-28.80
3/16/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-8.98
3/16/2023,"LOS LOBOS                LONDON       ON  (APPLE PAY) ",-30.24
3/16/2023,"          FROM - *****00*5827 ",200.00
3/18/2023,"APPLE.COM/BILL           866-712-7753 ON ",-4.51
3/19/2023,"KING RICHIES PIZZERIA    LONDON       ON  (APPLE PAY) ",-6.21
3/21/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-3.10
3/21/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-14.66
3/22/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-4.15
3/22/2023,"COCA COLA LONDON ON      LONDON       ON  (APPLE PAY) ",-4.50
3/22/2023,"LOBLAWS #27              LONDON       ON  (APPLE PAY) ",-13.56
3/23/2023,"UBER CANADA/UBEREATS     TORONTO      ON ",-6.90
3/23/2023,"UBER CANADA/UBEREATS     TORONTO      ON ",-1.00
3/24/2023,"SQ *RBC PLACE LONDON     London       ON  (APPLE PAY) ",-9.75
3/24/2023,"UBER* TRIP               TORONTO      ON ",-12.45
3/25/2023,"DOLLARAMA #1301          LONDON       ON  (APPLE PAY) ",-2.83
3/25/2023,"SQ *RBC PLACE LONDON     London       ON  (APPLE PAY) ",-9.75
3/25/2023,"BLACK WALNUT BAKERY CA   LONDON       ON  (APPLE PAY) ",-14.13
3/25/2023,"URBAN OUTFITTERS         LONDON       ON  (APPLE PAY) ",-89.27
3/25/2023,"          FROM - *****00*5827 ",200.00
3/26/2023,"CHATIME LONDON           LONDON       ON  (APPLE PAY) ",-7.01
3/26/2023,"SPAGEDDY EDDY'S          LONDON       ON  (APPLE PAY) ",-29.88
3/28/2023,"IVEY STARBUCKS           LONDON       ON  (APPLE PAY) ",-6.73
3/29/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-4.19
3/29/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-8.98
3/30/2023,"LUCY'S                   LONDON       ON  (APPLE PAY) ",-57.34
3/30/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-5.97
3/30/2023,"IVEY BUSINESS SCHOOL     LONDON       ON  (APPLE PAY) ",-8.98
3/31/2023,"CHATIME CF MASONVILLE    LONDON       ON  (APPLE PAY) ",-6.78
3/31/2023,"MACS SUSHI               LONDON       ON  (APPLE PAY) ",-16.93
